x_axis,channel_2
9.77625,(0.08144634742077787+1.427827631590879e-17j)
9.775,(0.008933589124828317-3.4951346061611484e-17j)
9.77375,(-0.04022982973681948+7.666784185919233e-17j)
9.7725,(-0.049895605620364804+4.539930478812524e-17j)
9.77125,(-0.036966853767057904-8.413458570386441e-18j)
9.77,(-0.011958118691794837-5.741972141389171e-17j)
9.76875,(0.024175352479713638+0j)
9.7675,(0.05256183933124229+3.7513164110602823e-17j)
9.76625,(0.03725012576568323-8.613121447554454e-19j)
9.765,(-0.028931960944663673+8.881784197001253e-19j)
9.76375,(-0.0940543241933151+3.1161071971288376e-17j)
9.7625,(-0.08894420814289157+4.08024747563164e-17j)
9.76125,(-0.005759432423496008-2.842170943040401e-17j)
9.76,(0.08220231975644066-6.217248937900877e-18j)
9.75875,(0.09395877705009166-9.667757233282523e-18j)
9.7575,(0.02800940975209275+3.671350202350413e-17j)
9.75625,(-0.03889793330458187+1.0658141036401503e-17j)
9.755,(-0.040231204670277985+5.684341886080802e-17j)
9.75375,(0.009491223279096886+3.417114456838025e-17j)
9.7525,(0.04204524791174964-2.558754718717799e-17j)
9.75125,(0.02094155795421065-3.197442310920451e-17j)
9.75,(-0.02115232954264618-1.7553897910804938e-17j)
9.74875,(-0.032214760655620255-2.547216457963189e-17j)
9.7475,(-0.007482494411892333-1.3322676295501878e-17j)
9.74625,(0.011237198245649097+2.263617558062573e-17j)
9.745,(-0.004662651995529956-7.417303224217425e-18j)
9.74375,(-0.03393704602983919-9.92590055000959e-18j)
9.7425,(-0.03699998200448991-8.881784197001253e-18j)
9.74125,(-0.008414442240091944-2.988619040318784e-17j)
9.74,(0.02019301696321827+3.939172633342194e-17j)
9.73875,(0.02568248847644054-1.3180427413011096e-17j)
9.7375,(0.020969574440001033+2.465932526840594e-17j)
9.73625,(0.02750770145983249+2.6672730692638615e-17j)
9.735,(0.03604978963343345-2.1695579540126215e-17j)
9.73375,(0.01700703046328549+2.1994790009305565e-17j)
9.7325,(-0.029736397953208368-3.688678251919005e-17j)
9.73125,(-0.057985334289459275-5.608770969768662e-17j)
9.73,(-0.02623738469438182+5.770421917887329e-17j)
9.72875,(0.04212054245205466-3.837211443782067e-18j)
9.7275,(0.07192612915105502-2.1732993181018213e-17j)
9.72625,(0.018961382079475855-1.3308987244684453e-17j)
9.725,(-0.07282444283166965-2.398081733190338e-17j)
9.72375,(-0.11216449681826217-2.9651771676535335e-17j)
9.7225,(-0.057303826383127504-2.1343660174437862e-17j)
9.72125,(0.040592125675770786-2.3574141762945316e-17j)
9.72,(0.09420371332216583+1.3766765505351941e-17j)
9.71875,(0.0686396285139351-7.756557192468703e-18j)
9.7175,(0.004488690485961683+3.1896965969240585e-17j)
9.71625,(-0.0375313328471427-3.996802888650564e-18j)
9.715,(-0.035887472438686945-2.6201263381153696e-17j)
9.71375,(-0.009562557650649126-4.6173927356059406e-17j)
9.7125,(0.01903301041456956-1.0331261189877688e-17j)
9.71125,(0.04126852647205523+2.842170943040401e-17j)
9.71,(0.04698976087262725+5.893165156682468e-17j)
9.70875,(0.018376649053680895+9.275282541832066e-18j)
9.7075,(-0.04308241354907535-4.1744385725905886e-17j)
9.70625,(-0.0943029540369952+2.7667406425192307e-18j)
9.705,(-0.08084065135220629-2.416413336684645e-17j)
9.70375,(2.1843835036676752e-05-3.941910443505679e-17j)
9.7025,(0.08018352750159602-2.1316282072803006e-17j)
9.70125,(0.08302244975734721+6.530849194959405e-17j)
9.7,(0.006070584983706567+2.168265822934405e-17j)
9.69875,(-0.07133083471732533+2.3771146848705814e-17j)
9.6975,(-0.06988757129360235+1.0895189621233928e-17j)
9.69625,(0.007398513705929446-6.858674340267014e-17j)
9.695,(0.08275996024578142+1.4276449560128647e-17j)
9.69375,(0.08788587821747854+2.479416846981951e-17j)
9.6925,(0.028320725736302736+1.8463267371276185e-17j)
9.69125,(-0.036265264302812995+1.5099544961592307e-17j)
9.69,(-0.059775499193264595-1.1414106112867989e-17j)
9.68875,(-0.04447930717147918-1.7763568394002505e-18j)
9.6875,(-0.01705280588912328-9.393724200501571e-17j)
9.68625,(0.006938157231229312-3.889704625855262e-17j)
9.685,(0.02421681660943216+3.375077994860476e-17j)
9.68375,(0.025147451798244874+4.0127620331374133e-17j)
9.6825,(-0.0021774823577806615+7.068866515950424e-17j)
9.68125,(-0.04464636631079613+1.9539925233402754e-17j)
9.68,(-0.05972435992097269+2.4868995751603507e-17j)
9.67875,(-0.017175429810712673+5.421467190085885e-17j)
9.6775,(0.057022345527384416-1.563431863669609e-17j)
9.67625,(0.09577384302121852-9.769962616701377e-18j)
9.675,(0.059506636554350706+7.993605777301127e-17j)
9.67375,(-0.017920639015443513-2.4608172475533972e-17j)
9.6725,(-0.06303830158769871+5.711788108653243e-17j)
9.67125,(-0.0407701572372587-4.0190073491430665e-17j)
9.67,(0.012208622180165293-4.9059483566704455e-17j)
9.66875,(0.03456144847021815-2.8978316128713233e-17j)
9.6675,(0.008950967934606084+3.4638958368304884e-17j)
9.66625,(-0.02731016248497055-2.774320149390145e-17j)
9.665,(-0.03429604537652908+2.6819234775050116e-17j)
9.66375,(-0.014871581602478642+2.4955936843626685e-17j)
9.6625,(-0.0008402397094907457+1.687538997430238e-17j)
9.66125,(-0.0062336985468490124-6.234637156305513e-17j)
9.66,(-0.011649955547640083-4.991187368725337e-17j)
9.65875,(0.003859119179517279-1.2882842285572537e-17j)
9.6575,(0.030931097117900066+1.442052519839957e-17j)
9.65625,(0.04167157160429667+7.384144783246144e-18j)
9.655,(0.026706703207702135-4.505683841027481e-18j)
9.65375,(0.005601103255834076-7.783935294103559e-18j)
9.6525,(-0.002224821367163301-4.8684441299301974e-17j)
9.65125,(-0.0033136189569574486-3.143016793416691e-17j)
9.65,(-0.015409953970793254+2.7698902794908805e-17j)
9.64875,(-0.03386134214778533-2.7525020610862445e-17j)
9.6475,(-0.0308132178466009+1.049276925219658e-17j)
9.64625,(0.005059820949934469+9.983738632416163e-17j)
9.645,(0.041019545608747904+5.3290705182007515e-18j)
9.64375,(0.029938561283674118-1.683960167515117e-17j)
9.6425,(-0.030656853408456954-1.6710018190097456e-17j)
9.64125,(-0.08330250855123045+1.5886631512924188e-17j)
9.64,(-0.06633500199831233-7.105427357601002e-18j)
9.63875,(0.017659081913564762+1.5612169287199766e-17j)
9.6375,(0.09887917651533151+1.992347790064668e-17j)
9.63625,(0.10825167958595229-4.4408920985006264e-17j)
9.635,(0.04259896807363717-2.9309887850104134e-17j)
9.63375,(-0.039457502937343736+1.4628539375635025e-17j)
9.6325,(-0.0775558195112381+3.003789227351656e-18j)
9.63125,(-0.057399185818886+8.881784197001253e-18j)
9.63,(-0.006054140020800276-7.279309541647359e-18j)
9.62875,(0.04136670229240807-3.3872681186798085e-17j)
9.6275,(0.060935550979260594-2.7533531010703882e-17j)
9.62625,(0.03959553090596495+1.8687535112853842e-17j)
9.625,(-0.020284849640210382-1.6623077098074278e-17j)
9.62375,(-0.08736562837524062-3.0746990721253104e-17j)
9.6225,(-0.10818359265121659-3.197442310920451e-17j)
9.62125,(-0.050276042902944+1.0492769252196582e-17j)
9.62,(0.05515350635684042-8.668272590373496e-18j)
9.61875,(0.12663723194406265+2.8742057422979407e-18j)
9.6175,(0.10358824778134694+3.2487559261502145e-17j)
9.61625,(0.006729484283055654-2.4089907773422883e-17j)
9.615,(-0.0788102378896045-9.13492522621041e-18j)
9.61375,(-0.0839149810424785-4.6386437907762647e-17j)
9.6125,(-0.01684351768445697-3.558767333061115e-17j)
9.61125,(0.05432839327129236+5.669152639433087e-18j)
9.61,(0.07166191367940711+5.701730104485437e-17j)
9.60875,(0.033522760578182896-1.7763568394002505e-18j)
9.6075,(-0.021136323493275228-4.3171508812259932e-19j)
9.60625,(-0.05724836226997593+1.6282994976841946e-17j)
9.605,(-0.06459226089151994-2.3092638912203258e-17j)
9.60375,(-0.046695085564598914-4.173587532606445e-17j)
9.6025,(-0.009214378403393368+2.0729684146209972e-18j)
9.60125,(0.0340395757181054+3.730349362740526e-17j)
9.6,(0.056981129287547276-1.2638908642639462e-17j)
9.59875,(0.040436329280012985-1.897723066575261e-17j)
9.5975,(-0.002138910278211668+5.4464709549115246e-18j)
9.59625,(-0.0300203986912492+2.498480912045592e-17j)
9.595,(-0.0157966500909031-7.396720319012961e-18j)
9.59375,(0.02296540880561781-1.24787965747944e-17j)
9.5925,(0.04163749133724277-2.0967048319756804e-19j)
9.59125,(0.01883020825401792-6.194968421858145e-18j)
9.59,(-0.01968245017605551-4.479922754380442e-17j)
9.58875,(-0.032500935726490696+5.473949258871465e-18j)
9.5875,(-0.011757804134628244-2.1326316073344017e-18j)
9.58625,(0.009396718456133513+3.210705687308963e-17j)
9.585,(-0.0009124679763211248-1.9914967500805244e-17j)
9.58375,(-0.033533506100069436-2.269011834084083e-17j)
9.5825,(-0.04881690542109837-2.9778725303409125e-17j)
9.58125,(-0.023151179868081385-3.958284528994342e-18j)
9.58,(0.02453474838390428+8.504694622838053e-18j)
9.57875,(0.05481205522384292+1.0117526580143928e-17j)
9.5775,(0.048414347010859844+7.731126195269476e-18j)
9.57625,(0.018968053645786475+2.31137336440979e-17j)
9.575,(-0.008926722137916137-6.234069332933585e-18j)
9.57375,(-0.022794120785867216-1.3684010375145725e-17j)
9.5725,(-0.02181102240057291+5.5849868048265954e-18j)
9.57125,(-0.005854160721860865-6.217248937900877e-17j)
9.57,(0.02176621205414149-2.216867219335192e-17j)
9.56875,(0.042528311536159054+2.396905624858037e-17j)
9.5675,(0.029196593925853123+3.1499634389508975e-17j)
9.56625,(-0.02386961948159033+1.060864454949165e-17j)
9.565,(-0.08086614774059098-1.6946866370279718e-17j)
9.56375,(-0.08895322928162949-3.4231301937467905e-18j)
9.5625,(-0.030788751202718047-4.338686715081771e-18j)
9.56125,(0.05113478475704696-2.1754199942518052e-17j)
9.56,(0.09042297450110551-3.4914945733445017e-17j)
9.55875,(0.05914810719795712+4.795838398032519e-17j)
9.5575,(-0.007997219726372379+1.6318055325337178e-17j)
9.55625,(-0.050890395686787285+2.3978870227467756e-17j)
9.555,(-0.040198508556078455-4.7719288088732047e-17j)
9.55375,(0.004293490241681752-2.7614641662228097e-17j)
9.5525,(0.04258761000848034-1.4698660072625494e-17j)
9.55125,(0.051011427846637945+6.750340679932006e-17j)
9.55,(0.0307956240115279+5.42368522145765e-17j)
9.54875,(-0.005732687127244646+2.757365557515968e-17j)
9.5475,(-0.04445438475112877+2.17172671640949e-17j)
9.54625,(-0.06734586531683938-6.936704687589423e-18j)
9.545,(-0.05646129735006233-1.4268861601953295e-17j)
9.54375,(-0.011884898708983087-1.327119942795523e-18j)
9.5425,(0.03742872487196519+5.294205670104815e-18j)
9.54125,(0.05299872797306947+4.7426279923909046e-17j)
9.54,(0.02393011912212424+2.6733949988989054e-17j)
9.53875,(-0.019051052366293276-2.6382873008972104e-17j)
9.5375,(-0.03301043157270638-4.892138968180931e-17j)
9.53625,(-0.006302134742426361-6.111042877526229e-17j)
9.535,(0.031634511006663216-5.822261504753078e-17j)
9.53375,(0.04410288744150057+1.189398362186926e-17j)
9.5325,(0.024873901631165755+2.9249251105172915e-17j)
9.53125,(-0.001725767909179183+7.175432917364846e-17j)
9.53,(-0.013290960562332175+2.1567100773836726e-17j)
9.52875,(-0.012548824475105193-4.7371523720639333e-17j)
9.5275,(-0.015890879284074844-1.4694190235364264e-17j)
9.52625,(-0.027055360226944117-5.2401032587113014e-17j)
9.525,(-0.03174332706512178-4.836210792840848e-17j)
9.52375,(-0.01832249400236295+3.721052659448382e-17j)
9.5225,(0.0047888016171764745+3.46979506345541e-17j)
9.52125,(0.018322269596095224-2.5032358502930146e-17j)
9.52,(0.015036679209652796-3.3294526827352973e-17j)
9.51875,(0.006173825658309387-3.6209780585161985e-17j)
9.5175,(0.004687900806457094-7.07218044635343e-17j)
9.51625,(0.009298514698243025+4.028019555159557e-17j)
9.515,(0.010326164050109292+2.873976846443556e-17j)
9.51375,(0.006809275180776503+5.81672070547381e-17j)
9.5125,(0.008579316542757042-1.116429192827341e-17j)
9.51125,(0.018937037465632144-4.891695321417964e-17j)
9.51,(0.02316738941610557+2.2345704858554773e-17j)
9.50875,(0.0033614513782882368-5.665921577543496e-17j)
9.5075,(-0.03542577908501386+4.682014615544819e-18j)
9.50625,(-0.062154222416107435+1.5899025780982055e-17j)
9.505,(-0.04936027798370138+1.2462287601801704e-17j)
9.50375,(-0.004043901276290683+9.526260342639797e-18j)
9.5025,(0.03641002673817963+1.8052597924687958e-17j)
9.50125,(0.04056630462856764-4.271120064997031e-17j)
9.5,(0.012167715394155362-1.9691689032174116e-17j)
9.49875,(-0.01777605355844272+1.4622225041673482e-17j)
9.4975,(-0.023526361335240907+6.691670867040195e-17j)
9.49625,(-0.005074668376680094+4.2267879180155505e-17j)
9.495,(0.02033292227078634+4.7992225175040763e-17j)
9.49375,(0.03779428364913382-3.7156436413427423e-17j)
9.4925,(0.04139235164943569-5.404919991432885e-17j)
9.49125,(0.028096621755844608-1.3105085852411485e-17j)
9.49,(-0.0031443542441295736+6.441858644145963e-17j)
9.48875,(-0.04196669350201145+5.648499658378807e-17j)
9.4875,(-0.06394447153434282+6.242479530449941e-18j)
9.48625,(-0.0484759924940674-6.233253220875007e-17j)
9.485,(-0.0027113345908678214-4.740205230343069e-17j)
9.48375,(0.038073894703611715-1.1866605520234405e-17j)
9.4825,(0.04069835796173593-1.0409431570571147e-17j)
9.48125,(0.005859636505293892-1.225909055233969e-17j)
9.48,(-0.03253372990194718+1.672358790164859e-17j)
9.47875,(-0.0400414738883446+1.5691151566579398e-17j)
9.4775,(-0.011889187689393253+6.098122957124232e-18j)
9.47625,(0.02820460526405526-5.365363363917082e-17j)
9.475,(0.053305909492115576-3.6553208687950117e-17j)
9.47375,(0.05281982077773222-1.6253194344706567e-17j)
9.4725,(0.03096633551311666+3.354941946059846e-17j)
9.47125,(-0.003428568857987358+2.042429983805497e-17j)
9.47,(-0.038907046817281764-1.2701454218123884e-17j)
9.46875,(-0.05826922657690787-1.6212051031121285e-17j)
9.4675,(-0.04577792956484956-7.232385715386828e-17j)
9.46625,(-0.0048149643042451375-1.418012572776049e-17j)
9.465,(0.03553454677121847-4.714142943201132e-17j)
9.46375,(0.041066738490186834-4.7324112814372623e-17j)
9.4625,(0.005011388553669931+4.025093227396774e-17j)
9.46125,(-0.041774197299921045+1.116601747233928e-17j)
9.46,(-0.0571668912521555-6.650788329678186e-18j)
9.45875,(-0.025893899809078788-4.2097209405708296e-17j)
9.4575,(0.028327905267511697-5.3332856371914366e-17j)
9.45625,(0.06630791465519692-5.381387687356229e-17j)
9.455,(0.0660950633354866-2.3141016447658536e-17j)
9.45375,(0.034242135897439054+1.1998542915432253e-16j)
9.4525,(-0.0073948703718635335+8.8861940264355e-17j)
9.45125,(-0.038870864950137946-5.666266867908068e-18j)
9.45,(-0.04839366442897145-3.717045905421981e-17j)
9.44875,(-0.032417033475738405-2.5181186071253668e-17j)
9.4475,(0.0009857713455927097-1.9016331576828053e-17j)
9.44625,(0.030041008538493744-3.0527690886759527e-17j)
9.445,(0.03055149544890496+6.778065946962372e-17j)
9.44375,(-0.0023504471485002085-7.977888556664204e-18j)
9.4425,(-0.04405005677861572-8.187911766777935e-18j)
9.44125,(-0.05826318494179323+6.184174581059892e-17j)
9.44,(-0.0295816656966931-3.204949310707786e-18j)
9.43875,(0.021726002398927677-2.8336424644342947e-17j)
9.4375,(0.05850197935514616-3.1307657119083746e-17j)
9.43625,(0.05949921693491537-7.872631350045492e-18j)
9.435,(0.033118103729471694+1.456748221005232e-17j)
9.43375,(0.0022851720102309513-4.026400780914462e-17j)
9.4325,(-0.018076219867036492-9.501342658756031e-18j)
9.43125,(-0.026682754677735575+1.4239436193557724e-17j)
9.43,(-0.025501644660942197+9.306253123313601e-19j)
9.42875,(-0.013258654725024499-8.701783126526674e-17j)
9.4275,(0.0073949598274015895-7.72335867056739e-17j)
9.42625,(0.02229643203426115-1.1080732686278219e-17j)
9.425,(0.014297707469525762-3.2849405167836175e-17j)
9.42375,(-0.017296057209244337-1.070856097436663e-17j)
9.4225,(-0.04954637988106606-1.124285378700156e-17j)
9.42125,(-0.05332692041933555-2.4384863042681518e-17j)
9.42,(-0.019829085333017284-9.56008740282774e-17j)
9.41875,(0.030683308069945084+2.794195327944741e-17j)
9.4175,(0.06583657777362485-6.992810398348098e-17j)
9.41625,(0.06578788702453536-2.1936883324879357e-17j)
9.415,(0.0337490719469782-2.3588655606861376e-17j)
9.41375,(-0.010832801502748695+5.9287950356054e-18j)
9.4125,(-0.04438432220882055-6.2086383357343566e-18j)
9.41125,(-0.048446554343344155+4.3764930577215855e-17j)
9.41,(-0.01837530418561287-5.738503628913629e-17j)
9.40875,(0.02849418012198629+1.4796450618544224e-18j)
9.4075,(0.056398027523031954+5.418404311574242e-17j)
9.40625,(0.035116870810556755+1.6143168040607764e-18j)
9.405,(-0.029581471943235925+1.164265987165337e-18j)
9.40375,(-0.09038596178896177+4.2387105363257234e-17j)
9.4025,(-0.09302205452328327-9.775060202293502e-18j)
9.40125,(-0.025577033666228346+4.446062536507612e-17j)
9.4,(0.06465858929403301-3.301812783784775e-17j)
9.39875,(0.10791453902714117+2.2398313552738693e-17j)
9.3975,(0.07165498327119678+4.8375324913043444e-17j)
9.39625,(-0.011347644698682473-4.49512821410493e-17j)
9.395,(-0.07192057932687762+1.942411186455034e-17j)
